case_id,objection_type,objecting_groups,prior_broken_promises,turnout_ratio,gram_sabha_outcome,escalation_language,asset_loss_type
LA00439,fundamental,the local women's self-help group,False,0.47,deferred,True,irrigation source
LA00440,fundamental,agricultural labourers;local shopkeepers and traders,False,0.92,rejected,False,none
LA00441,none,,False,0.5,passed,False,none
LA00442,fundamental,local shopkeepers and traders;landowning farmers;agricultural labourers,False,0.57,rejected,False,none
LA00443,procedural,landowning farmers;tenant cultivators;representatives of the Scheduled Tribe community,True,0.66,passed,True,irrigation source
LA00444,procedural,landowning farmers,False,0.83,passed,False,sacred grove
LA00445,none,,False,0.83,deferred,False,none
LA00446,none,,False,0.57,deferred,False,none
LA00447,procedural,tenant cultivators;agricultural labourers;elected Panchayat members,True,1.33,passed,False,irrigation source
LA00448,procedural,agricultural labourers,False,0.69,deferred,False,none
LA00449,procedural,local shopkeepers and traders,False,1.33,passed,True,none
LA00450,none,,False,0.43,passed,False,irrigation source
LA00451,procedural,agricultural labourers,False,0.35,passed,False,none
LA00452,none,,False,0.64,deferred,False,irrigation source
LA00453,procedural,landowning farmers;local shopkeepers and traders,False,0.36,passed,True,none
LA00454,fundamental,agricultural labourers;elected Panchayat members,False,1.6,rejected,True,irrigation source
LA00455,procedural,elected Panchayat members,False,1.0,passed,False,community water tank
LA00456,none,,False,0.34,passed,False,sacred grove
LA00457,none,,True,1.6,passed,True,none
LA00458,none,,False,0.05,passed,False,none
LA00459,none,,False,0.76,passed,False,none
LA00460,none,,False,0.43,passed,False,none
LA00461,none,,True,0.33,passed,True,none
LA00462,none,,True,0.67,passed,True,none
LA00463,none,,False,1.23,deferred,False,none
LA00464,none,,True,0.56,passed,False,none
LA00465,none,,False,0.67,passed,False,none
LA00466,procedural,agricultural labourers;landowning farmers;local shopkeepers and traders,False,0.41,deferred,False,none
LA00467,none,,True,0.28,passed,False,none
LA00468,fundamental,landowning farmers,False,0.82,deferred,True,none
LA00469,fundamental,local shopkeepers and traders;the local women's self-help group;elected Panchayat members,False,0.31,deferred,False,none
LA00470,none,,False,2.67,passed,False,none
LA00471,procedural,tenant cultivators;the local women's self-help group,False,0.53,passed,False,none
LA00472,fundamental,elected Panchayat members,True,0.68,rejected,True,irrigation source
LA00473,procedural,representatives of the Scheduled Tribe community;agricultural labourers,False,0.81,rejected,False,none
LA00474,none,,False,0.19,passed,False,none
LA00475,none,,False,0.46,passed,False,grazing commons
LA00476,procedural,agricultural labourers;representatives of the Scheduled Tribe community;landowning farmers,False,0.83,passed,True,none
LA00477,none,,False,0.15,passed,False,none
LA00478,none,,True,0.75,passed,False,none
LA00479,procedural,representatives of the Scheduled Tribe community;landowning farmers,False,2.67,rejected,True,community water tank
LA00480,fundamental,elected Panchayat members;tenant cultivators;local shopkeepers and traders,False,0.73,deferred,False,none
LA00481,fundamental,the local women's self-help group,False,1.0,passed,True,none
LA00482,fundamental,local shopkeepers and traders;agricultural labourers,False,0.51,passed,True,none
LA00483,procedural,local shopkeepers and traders;the local women's self-help group,False,0.75,deferred,False,none
LA00484,none,,False,2.67,passed,True,community water tank
LA00485,none,,False,4.0,passed,True,none
LA00486,procedural,local shopkeepers and traders;tenant cultivators,False,0.17,passed,False,irrigation source
LA00487,none,,True,0.78,passed,False,none
LA00488,procedural,tenant cultivators;landowning farmers;agricultural labourers,False,0.67,deferred,False,none
LA00489,procedural,elected Panchayat members;local shopkeepers and traders;tenant cultivators,True,0.92,deferred,False,none
LA00490,fundamental,landowning farmers;agricultural labourers,False,0.89,deferred,False,none
LA00491,fundamental,tenant cultivators,False,1.6,rejected,False,none
LA00492,procedural,local shopkeepers and traders;agricultural labourers,True,0.82,deferred,False,none
LA00493,none,,False,0.71,deferred,False,none
LA00494,procedural,local shopkeepers and traders,False,0.73,deferred,False,none
LA00495,none,,False,0.65,passed,False,none
LA00496,procedural,tenant cultivators;representatives of the Scheduled Tribe community;the local women's self-help group,True,0.24,passed,False,none
LA00497,procedural,tenant cultivators;the local women's self-help group,False,0.35,passed,False,none
LA00498,procedural,agricultural labourers;local shopkeepers and traders;elected Panchayat members,True,1.03,deferred,False,none
LA00499,none,,False,0.42,passed,False,none
LA00500,procedural,representatives of the Scheduled Tribe community;agricultural labourers;tenant cultivators,False,0.26,deferred,False,none
LA00501,none,,False,0.79,passed,False,none
LA00502,fundamental,landowning farmers,False,0.52,deferred,True,irrigation source
LA00503,fundamental,elected Panchayat members;agricultural labourers;the local women's self-help group,False,0.64,passed,False,none
LA00504,none,,False,0.61,passed,True,none
LA00505,fundamental,the local women's self-help group;tenant cultivators;agricultural labourers,False,0.62,rejected,False,community water tank
LA00506,fundamental,representatives of the Scheduled Tribe community;landowning farmers,False,0.52,passed,False,none
LA00507,procedural,agricultural labourers;elected Panchayat members,False,0.79,passed,False,grazing commons
LA00508,none,,False,0.76,passed,False,none
LA00509,none,,False,0.55,passed,False,none
LA00510,procedural,representatives of the Scheduled Tribe community;agricultural labourers;tenant cultivators,False,0.89,rejected,False,none
LA00511,none,,False,0.65,deferred,False,sacred grove
LA00512,none,,False,0.57,deferred,False,none
LA00513,none,,False,1.33,passed,False,none
LA00514,none,,False,0.62,deferred,False,none
LA00515,fundamental,tenant cultivators;representatives of the Scheduled Tribe community,False,0.36,rejected,False,none
LA00516,fundamental,agricultural labourers;representatives of the Scheduled Tribe community,False,0.81,rejected,True,none
LA00517,fundamental,tenant cultivators;elected Panchayat members,False,0.16,rejected,False,none
LA00518,none,,False,0.51,passed,False,none
LA00519,none,,False,1.22,passed,False,sacred grove
LA00520,fundamental,representatives of the Scheduled Tribe community;the local women's self-help group;landowning farmers,False,0.33,deferred,False,grazing commons
LA00521,procedural,landowning farmers,True,0.19,passed,False,none
LA00522,none,,True,1.03,passed,False,sacred grove
LA00523,fundamental,the local women's self-help group;elected Panchayat members;tenant cultivators,False,0.56,deferred,True,none
LA00524,procedural,the local women's self-help group;tenant cultivators;agricultural labourers,True,0.71,rejected,False,none
LA00525,fundamental,the local women's self-help group;landowning farmers;elected Panchayat members,False,0.81,passed,True,none
LA00526,none,,False,0.73,passed,False,community water tank
LA00527,none,,False,0.69,passed,False,none
LA00528,none,,True,1.6,passed,False,none
LA00529,procedural,elected Panchayat members;representatives of the Scheduled Tribe community,False,0.33,deferred,False,none
LA00530,none,,True,0.96,deferred,False,none
LA00531,none,,False,0.86,passed,False,community water tank
LA00532,none,,False,0.21,passed,False,none
LA00533,procedural,representatives of the Scheduled Tribe community;landowning farmers;the local women's self-help group,True,0.37,deferred,False,none
LA00534,none,,False,0.92,passed,False,none
LA00535,none,,False,0.57,passed,False,none
LA00536,fundamental,tenant cultivators,False,0.54,passed,True,sacred grove
LA00537,none,,False,0.56,passed,False,none
LA00538,fundamental,agricultural labourers;landowning farmers,False,1.0,rejected,True,none
LA00539,none,,True,0.84,passed,False,irrigation source
LA00540,procedural,representatives of the Scheduled Tribe community,False,0.47,passed,False,grazing commons
LA00541,none,,False,0.66,passed,False,none
LA00542,procedural,agricultural labourers,False,0.06,deferred,True,none
LA00543,procedural,local shopkeepers and traders;elected Panchayat members;landowning farmers,False,0.52,deferred,False,none
LA00544,none,,True,0.28,passed,False,none
LA00545,procedural,local shopkeepers and traders;landowning farmers,False,0.28,passed,False,none
LA00546,none,,False,0.68,passed,False,none
LA00547,fundamental,the local women's self-help group;landowning farmers;agricultural labourers,False,1.14,rejected,True,none
LA00548,procedural,agricultural labourers;tenant cultivators,False,0.53,deferred,False,none
LA00549,fundamental,landowning farmers;tenant cultivators;representatives of the Scheduled Tribe community,False,0.6,deferred,False,none
LA00550,none,,False,0.8,deferred,False,none
LA00551,none,,False,0.44,deferred,False,grazing commons
LA00552,procedural,elected Panchayat members,True,0.72,deferred,False,burial ground
LA00553,none,,True,0.34,passed,True,none
LA00554,none,,False,0.72,passed,False,none
LA00555,fundamental,landowning farmers,False,0.91,passed,False,burial ground
LA00556,fundamental,landowning farmers,False,0.1,rejected,True,none
LA00557,procedural,landowning farmers;representatives of the Scheduled Tribe community,False,0.43,passed,False,none
LA00558,none,,False,0.89,passed,False,irrigation source
LA00559,none,,True,0.5,passed,False,none
LA00560,none,,False,0.29,passed,False,none
LA00561,none,,False,0.8,passed,False,none
LA00562,none,,False,0.2,passed,False,irrigation source
LA00563,fundamental,landowning farmers,False,0.59,deferred,False,grazing commons
LA00564,procedural,the local women's self-help group;landowning farmers;representatives of the Scheduled Tribe community,True,0.68,rejected,False,community water tank
LA00565,procedural,elected Panchayat members,False,0.57,deferred,False,none
LA00566,none,,False,0.94,passed,False,community water tank
LA00567,fundamental,local shopkeepers and traders;the local women's self-help group;representatives of the Scheduled Tribe community,False,0.46,rejected,True,grazing commons
LA00568,procedural,representatives of the Scheduled Tribe community;elected Panchayat members;tenant cultivators,False,0.39,passed,False,none
LA00569,procedural,landowning farmers;elected Panchayat members,False,0.49,passed,True,none
LA00570,procedural,local shopkeepers and traders;agricultural labourers;tenant cultivators,True,0.22,passed,False,none
LA00571,fundamental,the local women's self-help group;representatives of the Scheduled Tribe community;agricultural labourers,False,0.89,deferred,False,none
LA00572,procedural,tenant cultivators;landowning farmers,True,0.59,passed,False,irrigation source
LA00573,none,,False,0.05,passed,False,none
LA00574,fundamental,the local women's self-help group;local shopkeepers and traders;landowning farmers,False,0.61,rejected,True,none
LA00575,procedural,representatives of the Scheduled Tribe community;local shopkeepers and traders;tenant cultivators,False,4.0,deferred,False,community water tank
LA00576,none,,False,0.42,passed,False,burial ground
LA00577,procedural,the local women's self-help group;agricultural labourers;tenant cultivators,True,0.44,deferred,True,grazing commons
LA00578,procedural,landowning farmers,False,1.14,deferred,False,grazing commons
LA00579,procedural,agricultural labourers;elected Panchayat members,False,0.29,deferred,False,grazing commons
LA00580,none,,False,0.71,passed,False,irrigation source
LA00581,procedural,landowning farmers;tenant cultivators;agricultural labourers,False,0.75,passed,False,none
LA00582,procedural,elected Panchayat members,False,0.93,deferred,False,none
LA00583,none,,False,0.76,passed,False,sacred grove
LA00584,fundamental,the local women's self-help group;tenant cultivators;agricultural labourers,True,0.77,deferred,True,grazing commons
LA00585,procedural,the local women's self-help group;tenant cultivators;landowning farmers,False,0.51,passed,False,none
LA00586,none,,True,1.5,rejected,False,none
LA00587,fundamental,the local women's self-help group;tenant cultivators;landowning farmers,False,0.68,passed,True,grazing commons
LA00588,none,,False,0.57,passed,False,none
